Date,UserID,CourseID,Event
2022-01-10 13:31:49,352,90,teacher_profile
2022-01-10 13:32:17,245,284,teacher_profile
2022-01-10 13:40:12,1239,291,view_course
2022-01-10 13:41:39,1239,291,detailed_description
2022-01-10 13:45:46,767,119,view_course
2022-01-10 14:24:45,253,362,view_course
2022-01-10 14:39:21,691,335,view_course
2022-01-10 14:40:47,691,335,teacher_profile
2022-01-10 14:42:34,77,252,view_course
2022-01-10 14:43:09,77,252,rundown
2022-01-10 14:43:20,77,252,institution
2022-01-10 14:47:45,434,136,view_course
2022-01-10 14:48:55,434,136,teacher_profile
2022-01-10 14:50:22,339,255,view_course
2022-01-10 14:50:57,434,136,institution
2022-01-10 14:51:48,339,255,detailed_description
2022-01-10 14:52:34,75,321,view_course
2022-01-10 14:52:48,75,321,rundown
2022-01-10 14:52:55,339,255,institution
2022-01-10 14:53:14,75,321,institution
2022-01-10 14:55:53,1449,9,view_course
2022-01-10 15:13:47,897,181,view_course
2022-01-10 15:23:54,566,258,view_course
2022-01-10 15:28:59,222,138,view_course
2022-01-10 15:30:11,222,138,rundown
2022-01-10 15:45:30,974,374,view_course
2022-01-10 15:46:14,311,360,view_course
2022-01-10 15:46:16,1301,98,view_course
2022-01-10 15:46:33,1301,98,rundown
2022-01-10 15:47:52,1301,98,teacher_profile
2022-01-10 15:48:45,311,360,detailed_description
2022-01-10 15:52:40,494,86,view_course
2022-01-10 15:53:13,494,86,institution
2022-01-10 16:04:46,161,2,view_course
2022-01-10 16:05:50,724,349,view_course
2022-01-10 16:06:23,724,349,detailed_description
2022-01-10 16:22:36,914,201,view_course
2022-01-10 16:22:48,914,201,detailed_description
2022-01-10 16:24:18,992,338,view_course
2022-01-10 16:25:22,914,201,institution
2022-01-10 17:07:55,854,233,view_course
2022-01-10 17:14:23,1358,171,view_course
2022-01-10 17:14:30,1358,171,detailed_description
2022-01-10 17:15:09,529,86,view_course
2022-01-10 17:16:10,1358,171,institution
2022-01-10 17:16:53,529,86,detailed_description
2022-01-10 17:19:10,529,86,rundown
2022-01-10 17:19:53,529,86,institution
2022-01-10 17:23:38,99,265,view_course
2022-01-10 17:24:25,99,265,institution
2022-01-10 17:41:35,532,64,view_course
2022-01-10 17:42:15,532,64,rundown
2022-01-10 17:42:19,1473,221,view_course
2022-01-10 17:43:08,1473,221,teacher_profile
2022-01-10 17:47:14,583,84,view_course
2022-01-10 17:48:42,583,84,teacher_profile
2022-01-10 17:50:20,233,202,view_course
2022-01-10 17:52:57,233,202,detailed_description
2022-01-10 17:58:24,501,3,view_course
2022-01-10 17:59:22,501,3,detailed_description
2022-01-10 18:00:12,595,374,view_course
2022-01-10 18:01:14,501,3,teacher_profile
2022-01-10 18:04:02,1368,164,view_course
2022-01-10 18:04:37,1368,164,rundown
2022-01-10 18:05:38,706,77,view_course
2022-01-10 18:07:53,565,181,view_course
2022-01-10 18:10:34,565,181,rundown
2022-01-10 18:13:47,1020,211,view_course
2022-01-10 18:14:59,1020,211,detailed_description
2022-01-10 18:29:37,675,363,view_course
2022-01-10 18:31:06,675,363,detailed_description
2022-01-10 18:31:35,675,363,institution
2022-01-10 18:32:03,180,335,view_course
2022-01-10 18:33:22,180,335,detailed_description
2022-01-10 18:33:37,180,335,teacher_profile
2022-01-10 18:35:43,180,335,institution
2022-01-10 18:48:15,879,333,view_course
2022-01-10 18:48:50,1092,35,view_course
2022-01-10 18:50:26,538,269,view_course
2022-01-10 18:53:00,538,269,rundown
2022-01-10 19:04:14,904,54,view_course
2022-01-10 19:04:29,904,54,rundown
2022-01-10 19:06:08,904,54,teacher_profile
2022-01-10 19:14:27,1346,10,view_course
2022-01-10 19:14:53,1346,10,teacher_profile
2022-01-10 19:26:51,468,261,view_course
2022-01-10 19:27:35,468,261,rundown
2022-01-10 19:34:19,488,90,view_course
2022-01-10 19:35:21,488,90,institution
2022-01-10 19:49:03,1549,37,view_course
2022-01-10 19:52:41,587,86,view_course
2022-01-10 19:52:46,587,86,teacher_profile
2022-01-10 19:53:29,1198,298,view_course
2022-01-10 19:54:59,1198,298,detailed_description
2022-01-10 19:55:47,102,107,view_course
2022-01-10 19:58:11,102,107,institution
2022-01-10 20:01:00,272,26,view_course
2022-01-10 20:10:45,1081,384,view_course
2022-01-10 20:18:34,1185,390,view_course
2022-01-10 20:18:55,1185,390,rundown
2022-01-10 20:29:17,288,111,view_course
2022-01-10 20:30:37,288,111,institution
2022-01-10 20:31:15,302,134,view_course
2022-01-10 20:31:34,302,134,teacher_profile
2022-01-10 20:34:54,118,135,view_course
2022-01-10 20:36:24,798,230,view_course
2022-01-10 20:38:16,798,230,detailed_description
2022-01-10 20:39:49,862,281,view_course
2022-01-10 20:40:58,798,230,institution
2022-01-10 20:53:38,260,137,view_course
2022-01-10 21:05:33,1369,202,view_course
2022-01-10 21:06:48,1369,202,detailed_description
2022-01-10 21:08:41,1369,202,teacher_profile
2022-01-10 21:19:08,867,229,view_course
2022-01-10 21:20:05,867,229,rundown
2022-01-10 21:26:27,620,203,view_course
2022-01-10 21:27:04,620,203,detailed_description
2022-01-10 21:27:51,460,58,view_course
2022-01-10 21:29:26,460,58,teacher_profile
2022-01-10 21:30:28,528,157,view_course
2022-01-10 21:31:15,528,157,institution
2022-01-10 21:41:12,328,269,view_course
2022-01-10 21:42:07,328,269,teacher_profile
2022-01-10 21:44:02,888,349,view_course
2022-01-10 21:47:56,1264,376,view_course
2022-01-10 21:50:48,1264,376,detailed_description
2022-01-10 22:04:51,357,16,view_course
2022-01-10 22:05:46,357,16,teacher_profile
2022-01-10 22:08:46,357,16,institution
2022-01-10 22:11:28,401,205,view_course
2022-01-10 22:12:07,401,205,detailed_description
2022-01-10 22:26:43,73,156,view_course
2022-01-10 22:28:52,914,12,view_course
2022-01-10 22:29:07,73,156,detailed_description
2022-01-10 22:31:47,914,12,rundown
2022-01-10 22:41:26,422,148,view_course
2022-01-10 22:42:31,422,148,detailed_description
2022-01-10 22:45:04,422,148,rundown
2022-01-10 22:46:42,422,148,institution
2022-01-10 22:47:06,314,279,view_course
2022-01-10 22:49:00,314,279,detailed_description
2022-01-10 22:57:51,1138,179,view_course
2022-01-10 22:59:50,1138,179,rundown
2022-01-10 23:03:09,950,271,view_course
2022-01-10 23:17:16,940,45,view_course
2022-01-10 23:18:48,940,45,detailed_description
2022-01-10 23:21:02,940,45,rundown
2022-01-10 23:24:43,1269,41,view_course
2022-01-10 23:26:06,1269,41,detailed_description
2022-01-10 23:38:41,1546,101,view_course
2022-01-10 23:42:43,577,200,view_course
2022-01-10 23:54:48,382,209,view_course
2022-01-10 23:55:02,382,209,institution
2022-01-10 23:57:40,836,6,view_course
2022-01-10 23:58:04,145,32,view_course
2022-01-11 00:00:14,836,6,rundown
2022-01-11 00:02:30,209,12,view_course
2022-01-11 00:02:36,209,12,rundown
2022-01-11 00:03:00,209,12,teacher_profile
2022-01-11 00:24:56,1104,248,view_course
2022-01-11 00:25:05,217,335,view_course
2022-01-11 00:27:07,217,335,institution
2022-01-11 00:27:53,1215,395,view_course
2022-01-11 00:29:00,907,95,view_course
2022-01-11 00:30:11,1215,395,detailed_description
2022-01-11 00:31:42,1215,395,teacher_profile
2022-01-11 00:42:27,838,48,view_course
2022-01-11 00:45:26,838,48,detailed_description
2022-01-11 00:47:59,838,48,rundown
2022-01-11 00:50:27,838,48,institution
2022-01-11 00:52:46,353,78,view_course
2022-01-11 00:54:47,353,78,institution
2022-01-11 01:05:05,775,21,view_course
2022-01-11 01:17:35,387,227,view_course
2022-01-11 01:18:02,387,227,teacher_profile
2022-01-11 01:19:23,95,378,view_course
2022-01-11 01:20:49,95,378,institution
2022-01-11 01:32:55,1139,332,view_course
2022-01-11 01:33:41,1139,332,rundown
2022-01-11 01:36:36,1139,332,teacher_profile
2022-01-11 01:53:24,1122,198,view_course
2022-01-11 01:57:09,156,275,view_course
2022-01-11 01:57:25,156,275,teacher_profile
2022-01-11 02:10:28,1267,21,view_course
2022-01-11 02:12:58,820,263,view_course
2022-01-11 02:14:43,820,263,rundown
2022-01-11 02:28:02,1419,266,view_course
2022-01-11 02:32:35,1595,385,view_course
2022-01-11 02:35:18,1595,385,institution
2022-01-11 02:37:30,208,98,view_course
2022-01-11 02:39:04,208,98,detailed_description
2022-01-11 02:45:17,951,123,view_course
2022-01-11 02:46:32,951,123,rundown
2022-01-11 02:51:56,1004,228,view_course
2022-01-11 02:52:06,1004,228,institution
2022-01-11 02:55:53,628,161,view_course
2022-01-11 02:57:09,154,253,view_course
2022-01-11 02:57:26,628,161,detailed_description
2022-01-11 02:57:29,154,253,detailed_description
2022-01-11 02:57:50,154,253,rundown
2022-01-11 03:12:11,1307,209,view_course
2022-01-11 03:14:07,1307,209,teacher_profile
2022-01-11 03:19:18,234,41,view_course
2022-01-11 03:21:46,234,41,detailed_description
2022-01-11 03:39:28,406,205,view_course
2022-01-11 03:39:47,406,205,institution
2022-01-11 03:52:10,263,123,view_course
2022-01-11 04:03:25,649,6,view_course
2022-01-11 04:05:19,105,301,view_course
2022-01-11 04:05:28,649,6,rundown
2022-01-11 04:06:56,105,301,detailed_description
2022-01-11 04:07:42,649,6,teacher_profile
2022-01-11 04:08:03,105,301,teacher_profile
2022-01-11 04:10:49,685,380,view_course
2022-01-11 04:11:49,685,380,detailed_description
2022-01-11 04:12:54,685,380,institution
2022-01-11 04:29:15,948,282,view_course
2022-01-11 04:35:47,844,150,view_course
2022-01-11 04:35:52,844,150,institution
2022-01-11 04:41:22,544,88,view_course
2022-01-11 04:41:37,544,88,detailed_description
2022-01-11 04:42:35,348,304,view_course
2022-01-11 04:43:01,544,88,rundown
2022-01-11 04:44:28,348,304,teacher_profile
2022-01-11 04:44:49,86,84,view_course
2022-01-11 04:51:27,0,304,view_course
2022-01-11 04:54:15,482,362,view_course
2022-01-11 04:55:50,482,362,detailed_description
2022-01-11 04:57:56,482,362,rundown
2022-01-11 04:59:32,482,362,institution
2022-01-11 04:59:40,798,385,view_course
2022-01-11 04:59:47,798,385,detailed_description
2022-01-11 05:02:03,798,385,rundown
2022-01-11 05:02:50,523,211,view_course
2022-01-11 05:05:03,1070,242,view_course
2022-01-11 05:06:39,1070,242,detailed_description
2022-01-11 05:26:41,384,357,view_course
2022-01-11 05:27:21,384,357,detailed_description
2022-01-11 05:30:38,1075,29,view_course
2022-01-11 05:32:26,1075,29,detailed_description
2022-01-11 05:42:02,456,228,view_course
2022-01-11 05:42:53,456,228,teacher_profile
2022-01-11 05:45:10,822,160,view_course
2022-01-11 05:51:54,1295,310,view_course
2022-01-11 05:52:20,1295,310,teacher_profile
2022-01-11 06:03:59,33,69,view_course
2022-01-11 06:09:14,45,323,view_course
2022-01-11 06:11:27,45,323,rundown
2022-01-11 06:13:33,45,323,teacher_profile
2022-01-11 06:27:46,1509,338,view_course
2022-01-11 06:28:06,1360,246,view_course
2022-01-11 06:30:03,1509,338,institution
2022-01-11 06:31:19,269,9,view_course
2022-01-11 06:32:27,269,9,rundown
2022-01-11 06:33:04,269,9,institution
2022-01-11 06:34:52,651,145,view_course
2022-01-11 06:36:47,651,145,detailed_description
2022-01-11 06:48:51,416,395,view_course
2022-01-11 07:01:28,786,40,view_course
2022-01-11 07:02:03,786,40,teacher_profile
2022-01-11 07:38:12,907,152,view_course
2022-01-11 07:40:24,907,152,teacher_profile
2022-01-11 07:58:54,1270,231,view_course
2022-01-11 07:59:30,1270,231,detailed_description
2022-01-11 07:59:46,1270,231,rundown
2022-01-11 08:06:40,9,54,view_course
2022-01-11 08:08:46,9,54,teacher_profile
2022-01-11 08:13:14,700,249,view_course
2022-01-11 08:15:04,1472,34,view_course
2022-01-11 08:15:26,700,249,detailed_description
2022-01-11 08:15:34,1472,34,rundown
2022-01-11 08:16:11,700,249,institution
2022-01-11 08:16:57,210,267,view_course
2022-01-11 08:30:43,1262,132,view_course
2022-01-11 08:39:44,811,273,view_course
2022-01-11 08:41:33,811,273,detailed_description
2022-01-11 08:44:48,878,85,view_course
2022-01-11 08:50:34,1010,225,view_course
2022-01-11 08:50:41,823,117,view_course
2022-01-11 08:53:02,1010,225,teacher_profile
2022-01-11 08:54:26,965,36,view_course
2022-01-11 09:37:46,1477,33,view_course
2022-01-11 09:38:23,945,33,view_course
2022-01-11 09:51:07,285,315,view_course
2022-01-11 09:51:58,285,315,detailed_description
2022-01-11 09:54:04,285,315,rundown
2022-01-11 09:57:26,1129,381,view_course
2022-01-11 09:59:01,1129,381,detailed_description
2022-01-11 09:59:09,1129,381,institution
2022-01-11 10:03:04,497,264,view_course
2022-01-11 10:05:01,497,264,rundown
2022-01-11 10:06:17,497,264,institution
2022-01-11 10:15:08,1214,347,view_course
2022-01-11 10:16:46,1214,347,detailed_description
2022-01-11 10:17:51,1214,347,teacher_profile
2022-01-11 10:24:43,467,305,view_course
2022-01-11 10:26:47,467,305,detailed_description
2022-01-11 10:28:51,467,305,teacher_profile
2022-01-11 10:29:26,467,305,institution
2022-01-11 10:31:56,494,398,view_course
2022-01-11 10:39:42,1533,150,view_course
2022-01-11 10:39:45,571,388,view_course
2022-01-11 10:39:57,571,388,rundown
2022-01-11 10:40:21,571,388,teacher_profile
2022-01-11 10:52:16,947,40,view_course
2022-01-11 10:52:30,947,40,rundown
2022-01-11 11:05:41,656,47,view_course
2022-01-11 11:07:11,656,47,detailed_description
2022-01-11 11:09:55,656,47,rundown
2022-01-11 11:22:57,82,227,view_course
2022-01-11 11:25:42,82,227,detailed_description
2022-01-11 11:27:09,82,227,teacher_profile
2022-01-11 11:34:51,14,95,view_course
2022-01-11 11:36:40,14,95,rundown
2022-01-11 11:45:40,303,254,view_course
2022-01-11 11:46:51,303,254,detailed_description
2022-01-11 11:47:22,1174,161,view_course
2022-01-11 11:48:01,1174,161,detailed_description
2022-01-11 11:49:51,303,254,institution
2022-01-11 11:50:09,1174,161,rundown
2022-01-11 11:51:12,1174,161,teacher_profile
2022-01-11 11:57:49,1025,166,view_course
2022-01-11 11:58:45,1025,166,rundown
2022-01-11 11:59:50,327,30,view_course
2022-01-11 12:01:52,327,30,teacher_profile
2022-01-11 12:10:31,1088,269,view_course
2022-01-11 12:12:15,1088,269,rundown
2022-01-11 12:14:58,962,372,view_course
2022-01-11 12:17:54,1445,185,view_course
2022-01-11 12:21:16,117,88,view_course
2022-01-11 12:23:17,117,88,institution
2022-01-11 12:25:12,668,149,view_course
2022-01-11 12:26:23,668,149,detailed_description
2022-01-11 12:27:51,668,149,rundown
2022-01-11 12:29:21,76,301,view_course
2022-01-11 12:30:03,668,149,institution
2022-01-11 12:30:30,76,301,detailed_description
2022-01-11 12:32:47,1258,192,view_course
2022-01-11 12:33:20,1258,192,rundown
2022-01-11 12:35:21,1258,192,teacher_profile
2022-01-11 12:37:48,1258,192,institution
2022-01-11 12:39:01,1223,31,view_course
2022-01-11 12:43:16,1223,250,view_course
2022-01-11 12:48:36,1049,240,view_course
2022-01-11 12:49:21,1049,240,detailed_description
2022-01-11 12:52:36,1213,71,view_course
2022-01-11 12:54:56,1213,71,rundown
2022-01-11 12:59:37,196,241,view_course
2022-01-11 12:59:58,196,241,institution
2022-01-11 13:01:10,9,43,view_course
2022-01-11 13:31:33,729,9,view_course
2022-01-11 13:32:41,1440,325,view_course
2022-01-11 13:34:47,802,161,view_course
2022-01-11 13:35:23,802,161,institution
2022-01-11 14:02:38,396,252,view_course
2022-01-11 14:04:23,396,252,detailed_description
2022-01-11 14:05:57,17,159,view_course
2022-01-11 14:05:59,396,252,institution
2022-01-11 14:07:30,17,159,teacher_profile
2022-01-11 14:10:00,17,159,institution
2022-01-11 14:23:04,1282,84,view_course
2022-01-11 15:00:05,798,162,view_course
2022-01-11 15:19:21,68,62,view_course
2022-01-11 15:19:55,68,62,detailed_description
2022-01-11 15:22:14,1425,168,view_course
2022-01-11 15:22:40,68,62,teacher_profile
2022-01-11 15:22:59,1425,168,institution
2022-01-11 15:25:26,68,62,institution
2022-01-11 15:36:00,747,37,view_course
2022-01-11 15:38:32,747,37,rundown
2022-01-11 15:41:28,1323,271,view_course
2022-01-11 15:43:00,162,374,view_course
2022-01-11 15:45:37,162,374,teacher_profile
2022-01-11 15:47:46,1224,207,view_course
2022-01-11 15:48:22,1224,207,detailed_description
2022-01-11 15:55:42,353,342,view_course
2022-01-11 15:55:54,353,342,rundown
2022-01-11 15:57:32,353,342,institution
2022-01-11 16:09:22,186,135,view_course
2022-01-11 16:10:26,186,135,detailed_description
2022-01-11 16:19:20,1170,217,view_course
2022-01-11 16:20:21,1170,217,institution
2022-01-11 16:20:30,1087,124,view_course
2022-01-11 16:38:29,1027,317,view_course
2022-01-11 16:38:32,73,361,view_course
2022-01-11 16:39:10,73,361,rundown
2022-01-11 16:41:03,927,385,view_course
2022-01-11 16:41:25,927,385,rundown
2022-01-11 16:41:34,927,385,institution
2022-01-11 16:54:24,1289,183,view_course
2022-01-11 16:54:54,1289,183,detailed_description
2022-01-11 16:57:17,1289,183,teacher_profile
2022-01-11 16:58:18,849,19,view_course
2022-01-11 17:00:06,849,19,detailed_description
2022-01-11 17:00:45,849,19,rundown
2022-01-11 17:02:18,849,19,institution
2022-01-11 17:24:13,639,168,view_course
2022-01-11 17:26:47,288,118,view_course
2022-01-11 17:27:04,288,118,rundown
2022-01-11 17:30:21,1459,397,view_course
2022-01-11 17:32:03,1459,397,rundown
2022-01-11 17:32:10,1459,397,institution
2022-01-11 17:36:55,1191,228,view_course
2022-01-11 17:37:20,1191,228,detailed_description
2022-01-11 17:38:55,1191,228,rundown
2022-01-11 17:41:15,1191,228,teacher_profile
2022-01-11 17:50:55,692,289,view_course
2022-01-11 17:52:17,692,289,teacher_profile
2022-01-11 18:09:16,1020,244,view_course
2022-01-11 18:11:51,1020,244,rundown
2022-01-11 18:13:00,1020,244,institution
2022-01-11 18:20:20,1038,109,view_course
2022-01-11 18:22:15,1038,109,detailed_description
2022-01-11 18:22:29,1038,109,teacher_profile
2022-01-11 18:25:44,542,392,view_course
2022-01-11 18:26:08,1263,40,view_course
2022-01-11 18:27:36,735,231,view_course
2022-01-11 18:28:22,542,392,rundown
2022-01-11 18:29:22,542,392,institution
2022-01-11 18:32:28,1571,12,view_course
2022-01-11 19:01:34,187,147,view_course
2022-01-11 19:12:14,283,257,view_course
2022-01-11 19:14:08,283,257,rundown
2022-01-11 19:20:25,93,285,view_course
2022-01-11 19:22:18,93,285,detailed_description
2022-01-11 19:23:51,93,285,institution
2022-01-11 19:28:03,1270,104,view_course
2022-01-11 19:31:02,1270,104,rundown
2022-01-11 19:31:53,1270,104,institution
2022-01-11 19:46:02,1467,391,view_course
2022-01-11 19:46:29,1467,391,detailed_description
2022-01-11 19:47:59,1467,391,teacher_profile
2022-01-11 19:48:22,1012,173,view_course
2022-01-11 20:00:21,0,212,view_course
2022-01-11 20:02:38,0,212,institution
2022-01-11 20:53:49,1145,107,view_course
2022-01-11 20:57:41,1217,215,view_course
2022-01-11 21:00:31,1217,215,detailed_description
2022-01-11 21:11:41,260,174,view_course
2022-01-11 21:13:02,1315,129,view_course
2022-01-11 21:13:54,1315,129,detailed_description
2022-01-11 21:36:33,1457,122,view_course
2022-01-11 21:37:36,1457,122,rundown
2022-01-11 21:43:21,1320,67,view_course
2022-01-11 21:44:50,1320,67,detailed_description
2022-01-11 21:45:10,1320,67,teacher_profile
2022-01-11 21:50:32,440,106,view_course
2022-01-11 21:51:47,440,106,detailed_description
2022-01-11 21:52:06,1047,148,view_course
2022-01-11 21:54:23,806,29,view_course
2022-01-11 22:03:30,1264,271,view_course
2022-01-11 22:04:24,1264,271,institution
2022-01-11 22:10:21,730,136,view_course
2022-01-11 22:19:19,354,189,view_course
2022-01-11 22:29:16,1529,144,view_course
2022-01-11 22:31:01,1529,144,teacher_profile
2022-01-11 22:32:09,28,109,view_course
2022-01-11 22:33:55,28,109,rundown
2022-01-11 22:34:48,28,109,teacher_profile
2022-01-11 22:39:51,1375,198,view_course
2022-01-11 22:40:37,1375,198,institution
2022-01-11 23:11:42,137,323,view_course
2022-01-11 23:12:42,137,323,rundown
2022-01-11 23:14:30,1037,86,view_course
2022-01-11 23:15:04,1037,86,rundown
2022-01-11 23:15:21,1037,86,teacher_profile
2022-01-11 23:15:32,137,323,teacher_profile
2022-01-11 23:25:14,34,269,view_course
2022-01-11 23:27:23,1388,230,view_course
2022-01-11 23:27:32,34,269,institution
2022-01-11 23:37:50,1360,181,view_course
2022-01-11 23:40:26,1360,181,teacher_profile
2022-01-11 23:43:26,1324,388,view_course
2022-01-11 23:46:01,1324,388,institution
2022-01-11 23:53:18,1403,95,view_course
2022-01-11 23:54:05,471,43,view_course
2022-01-11 23:55:05,861,323,view_course
2022-01-11 23:55:15,471,43,institution
2022-01-11 23:55:46,1403,95,teacher_profile
2022-01-11 23:55:46,861,323,institution
2022-01-12 00:00:32,1214,148,view_course
2022-01-12 00:01:14,126,352,view_course
2022-01-12 00:02:20,1214,148,teacher_profile
2022-01-12 00:02:23,126,352,detailed_description
2022-01-12 00:03:52,126,352,teacher_profile
2022-01-12 00:05:34,50,148,view_course
2022-01-12 00:06:05,5,0,view_course
2022-01-12 00:10:32,1452,92,view_course
2022-01-12 00:17:28,1407,148,view_course
2022-01-12 00:17:56,1407,148,detailed_description
2022-01-12 00:43:47,111,173,view_course
2022-01-12 00:44:58,602,126,view_course
2022-01-12 00:45:02,1508,301,view_course
2022-01-12 00:46:16,111,173,detailed_description
2022-01-12 00:47:11,1508,301,detailed_description
2022-01-12 00:47:12,1001,377,view_course
2022-01-12 00:47:49,111,173,rundown
2022-01-12 00:48:00,446,112,view_course
2022-01-12 00:48:04,111,173,institution
2022-01-12 00:49:36,1508,301,institution
2022-01-12 00:53:51,1594,68,view_course
2022-01-12 00:54:58,87,396,view_course
2022-01-12 00:55:18,87,396,teacher_profile
2022-01-12 00:55:40,1594,68,rundown
2022-01-12 00:57:47,1594,68,institution
2022-01-12 01:18:34,243,125,view_course
2022-01-12 01:38:33,210,114,view_course
2022-01-12 01:40:47,210,114,teacher_profile
2022-01-12 01:41:02,210,114,institution
2022-01-12 01:49:31,1550,220,view_course
2022-01-12 01:50:38,1550,220,detailed_description
2022-01-12 01:51:33,570,164,view_course
2022-01-12 01:51:39,91,232,view_course
2022-01-12 01:51:41,570,164,rundown
2022-01-12 01:53:19,91,232,detailed_description
2022-01-12 02:06:29,1130,267,view_course
2022-01-12 02:24:24,1140,118,view_course
2022-01-12 02:26:53,1140,118,detailed_description
2022-01-12 02:46:53,936,156,view_course
2022-01-12 03:18:47,1041,149,view_course
2022-01-12 03:39:16,1250,49,view_course
2022-01-12 03:45:25,668,137,view_course
2022-01-12 03:59:35,1384,162,view_course
2022-01-12 04:02:06,1384,162,rundown
2022-01-12 04:02:18,314,198,view_course
2022-01-12 04:04:50,314,198,institution
2022-01-12 04:14:35,1124,304,view_course
2022-01-12 04:17:32,1124,304,detailed_description
2022-01-12 04:18:30,1124,304,teacher_profile
2022-01-12 04:24:51,766,272,view_course
2022-01-12 04:26:26,766,272,rundown
2022-01-12 04:28:46,766,272,teacher_profile
2022-01-12 04:36:50,16,8,view_course
2022-01-12 04:46:52,486,11,view_course
2022-01-12 04:47:20,486,11,detailed_description
2022-01-12 04:48:08,486,11,rundown
2022-01-12 05:27:51,833,177,view_course
2022-01-12 05:35:38,112,299,view_course
2022-01-12 05:44:00,1515,194,view_course
2022-01-12 05:45:18,1515,194,rundown
2022-01-12 05:55:06,1493,302,view_course
2022-01-12 05:55:31,1493,302,detailed_description
2022-01-12 06:11:55,275,271,view_course
2022-01-12 06:24:55,1297,208,view_course
2022-01-12 06:27:27,863,273,view_course
2022-01-12 06:30:06,863,273,teacher_profile
2022-01-12 06:34:25,547,258,view_course
2022-01-12 06:35:12,547,258,detailed_description
2022-01-12 06:35:40,547,258,rundown
2022-01-12 06:41:54,1400,74,view_course
2022-01-12 06:43:54,1400,74,detailed_description
2022-01-12 06:45:40,1400,74,teacher_profile
2022-01-12 06:49:16,1338,230,view_course
2022-01-12 06:50:24,1338,230,institution
2022-01-12 06:51:14,713,305,view_course
2022-01-12 06:52:18,713,305,institution
2022-01-12 07:02:36,629,146,view_course
2022-01-12 07:07:00,1575,32,view_course
2022-01-12 07:07:05,1575,32,rundown
2022-01-12 07:08:48,1575,32,institution
2022-01-12 07:17:23,125,18,view_course
2022-01-12 07:18:15,125,18,rundown
2022-01-12 07:30:55,1339,324,view_course
2022-01-12 07:32:38,1339,324,rundown
2022-01-12 07:34:07,350,154,view_course
2022-01-12 07:34:56,1339,324,institution
2022-01-12 07:44:33,558,139,view_course
2022-01-12 07:47:06,558,139,detailed_description
2022-01-12 07:49:48,558,139,rundown
2022-01-12 07:58:22,680,280,view_course
2022-01-12 08:00:24,680,280,rundown
2022-01-12 08:01:08,680,280,teacher_profile
2022-01-12 08:09:12,444,161,view_course
2022-01-12 08:09:32,444,161,teacher_profile
2022-01-12 08:10:22,444,161,institution
2022-01-12 08:18:23,1526,59,view_course
2022-01-12 08:18:41,1526,59,rundown
2022-01-12 08:27:44,1419,376,view_course
2022-01-12 08:45:36,109,81,view_course
2022-01-12 08:47:22,574,234,view_course
2022-01-12 08:47:36,574,234,institution
2022-01-12 08:47:58,109,81,institution
2022-01-12 08:53:44,21,191,view_course
2022-01-12 08:54:49,124,46,view_course
2022-01-12 08:55:02,21,191,rundown
2022-01-12 08:57:46,124,46,detailed_description
2022-01-12 08:59:08,124,46,rundown
2022-01-12 09:00:59,124,46,institution
2022-01-12 09:04:32,395,327,view_course
2022-01-12 09:07:10,395,327,institution
2022-01-12 09:13:23,759,337,view_course
2022-01-12 09:16:45,1140,390,view_course
2022-01-12 09:28:03,1202,132,view_course
2022-01-12 09:29:25,1202,132,detailed_description
